gene_family,presence_count,category,annotation
COG0592,5.0,common,"Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria"
COG0221,6.0,common,Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions
COG0081,7.0,common,"Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release"
COG0781,7.0,common,Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons
COG0605,7.0,common,Destroys radicals which are normally produced within the cells and which are toxic to biological systems
COG3161,4.0,common,Chorismate lyase
COG2267,7.0,common,Alpha beta hydrolase
2DQBB,3.0,common,"Aromatic-ring-opening dioxygenase LigAB, LigA subunit"
COG4638,4.0,common,"Part of the multicomponent 3-phenylpropionate dioxygenase. Converts 3-phenylpropionic acid (PP) and cinnamic acid (CI) into 3-phenylpropionate-dihydrodiol (PP-dihydrodiol) and cinnamic acid-dihydrodiol (CI-dihydrodiol), respectively"
COG5517,4.0,common,Ring hydroxylating beta subunit
COG1522,3.0,common,helix_turn_helix ASNC type
COG3844,2.0,rare,"Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively"
COG0173,7.0,common,Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp)
COG1951,2.0,rare,Fumarate hydratase
COG1838,2.0,rare,Fumarase C-terminus
COG1593,7.0,common,"TRAP-type C4-dicarboxylate transport system, large permease component"
COG4166,5.0,common,Periplasmic oligopeptide-binding protein
2E92A,2.0,rare,-
COG0030,7.0,common,Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits
COG3609,2.0,rare,transcriptional regulators containing the CopG Arc MetJ DNA-binding domain
COG2368,3.0,common,4-hydroxyphenylacetate 3-monooxygenase oxygenase component
COG2207,5.0,common,COG2207 AraC-type DNA-binding domain-containing proteins
COG0183,3.0,common,Belongs to the thiolase family
COG4268,2.0,rare,McrBC 5-methylcytosine restriction system
COG0440,5.0,common,"acetolactate synthase, small"
COG0059,5.0,common,"Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate"
COG3200,5.0,common,phospho-2-dehydro-3-deoxyheptonate aldolase
COG4566,5.0,common,response regulator
COG1970,5.0,common,"Large-conductance mechanosensitive channel, MscL"
COG0805,4.0,common,"Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides"
COG4137,4.0,common,transport system permease component
COG0541,5.0,common,"Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY. Interaction with FtsY leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components"
COG1803,5.0,common,methylglyoxal synthase
COG0799,7.0,common,"Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation"
COG1576,7.0,common,Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA
COG2857,6.0,common,cytochrome
COG1290,7.0,common,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis"
COG4665,7.0,common,"Tripartite ATP-independent periplasmic transporters, DctQ component"
COG0158,7.0,common,Belongs to the FBPase class 1 family
COG0735,7.0,common,Belongs to the Fur family
COG0657,4.0,common,alpha/beta hydrolase fold
COG0525,5.0,common,"amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner"
COG0267,2.0,rare,Belongs to the bacterial ribosomal protein bL33 family
COG0759,6.0,common,Could be involved in insertion of integral membrane proteins into the membrane
COG0706,7.0,common,"Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins"
COG0034,6.0,common,Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine
COG0150,5.0,common,Phosphoribosylformylglycinamidine cyclo-ligase
COG0299,2.0,rare,"Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate"
COG0138,5.0,common,Bifunctional purine biosynthesis protein PurH
COG1878,2.0,rare,Putative cyclase
COG1396,6.0,common,sequence-specific DNA binding
COG0156,7.0,common,Aminotransferase class I and II
COG0161,7.0,common,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
COG0596,5.0,common,Alpha/beta hydrolase family
COG2908,6.0,common,"Hydrolyzes the pyrophosphate bond of UDP-2,3- diacylglucosamine to yield 2,3-diacylglucosamine 1-phosphate (lipid X) and UMP by catalyzing the attack of water at the alpha-P atom. Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell"
COG1952,7.0,common,"One of the proteins required for the normal export of preproteins out of the cell cytoplasm. It is a molecular chaperone that binds to a subset of precursor proteins, maintaining them in a translocation-competent state. It also specifically binds to its receptor SecA"
COG1178,4.0,common,"Psort location CytoplasmicMembrane, score 10.00"
COG1840,5.0,common,Bacterial extracellular solute-binding protein
COG0055,6.0,common,Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits
COG0224,2.0,rare,Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex
COG0056,2.0,rare,Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit
COG0712,2.0,rare,"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation"
COG0711,2.0,rare,"Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0)"
COG0636,4.0,common,"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation"
COG0356,4.0,common,it plays a direct role in the translocation of protons across the membrane
COG1074,7.0,common,"A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit contributes ATPase, 3'-5' helicase, exonuclease activity and loads RecA onto ssDNA"
COG0507,6.0,common,A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD
COG0415,2.0,rare,Belongs to the DNA photolyase family
COG0395,6.0,common,"ABC-type sugar transport system, permease component"
COG1175,5.0,common,"ABC-type sugar transport systems, permease components"
COG1653,6.0,common,ABC transporter substrate-binding protein
COG1430,6.0,common,"Uncharacterized ACR, COG1430"
COG0184,7.0,common,Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome
COG1185,7.0,common,Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction
2BW28,6.0,common,Protein of unknown function (DUF2798)
COG0389,7.0,common,"Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII"
COG3553,2.0,rare,Uncharacterized protein conserved in bacteria (DUF2218)
COG2373,5.0,common,Large extracellular alpha-helical protein
COG2166,2.0,rare,SufE protein probably involved in Fe-S center assembly
2EJ2A,2.0,rare,-
COG3600,2.0,rare,Protein of unknown function (DUF4065)
COG1739,5.0,common,Uncharacterized protein family UPF0029
COG0190,6.0,common,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate"
COG2855,5.0,common,Belongs to the UPF0324 family
COG0466,7.0,common,"ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner"
COG0284,7.0,common,Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)
COG0461,5.0,common,Phosphoribosyl transferase domain
COG2079,3.0,common,2-methylcitrate dehydratase
COG2513,3.0,common,"Catalyzes the thermodynamically favored C-C bond cleavage of (2R,3S)-2-methylisocitrate to yield pyruvate and succinate"
COG0728,6.0,common,Involved in peptidoglycan biosynthesis. Transports lipid-linked peptidoglycan precursors from the inner to the outer leaflet of the cytoplasmic membrane
COG2358,6.0,common,NMT1-like family
COG4729,6.0,common,Domain of unknown function (DUF1850)
COG1457,4.0,common,Required for cytosine transport into the cell
2EET7,2.0,rare,-
COG1217,6.0,common,gtp-binding protein
COG0436,5.0,common,aminotransferase
COG0450,7.0,common,Alkyl hydroperoxide reductase
COG0090,2.0,rare,"One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity"
COG0089,2.0,rare,One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome
COG0088,2.0,rare,Forms part of the polypeptide exit tunnel
COG0087,2.0,rare,"One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit"
COG0051,2.0,rare,Involved in the binding of tRNA to the ribosomes
COG0480,4.0,common,"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome"
COG0133,5.0,common,The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine
COG0159,5.0,common,The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate
COG3938,3.0,common,Belongs to the proline racemase family
COG2321,5.0,common,Putative neutral zinc metallopeptidase
COG2186,5.0,common,FCD
COG0690,6.0,common,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
COG0250,6.0,common,"Participates in transcription elongation, termination and antitermination"
COG0080,7.0,common,Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors
COG0748,5.0,common,Heme iron utilization protein
COG0571,7.0,common,"Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism"
COG0681,7.0,common,Belongs to the peptidase S26 family
COG4606,7.0,common,FecCD transport family
COG1038,5.0,common,Conserved carboxylase domain
COG0079,5.0,common,Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily
COG0131,5.0,common,Histidine biosynthesis bifunctional protein HisB
COG0106,4.0,common,imidazole-4-carboxamide isomerase
COG0107,6.0,common,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit"
COG0141,5.0,common,Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine
COG3215,7.0,common,COG3215 Tfp pilus assembly protein PilZ
COG4111,4.0,common,belongs to the nudix hydrolase family
COG0379,3.0,common,Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate
COG0715,6.0,common,NMT1-like family
COG1116,2.0,rare,ATPases associated with a variety of cellular activities
COG1773,2.0,rare,"Psort location Cytoplasmic, score"
COG2840,6.0,common,Smr domain
COG1279,4.0,common,LysE type translocator
COG0015,7.0,common,Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily
COG2363,7.0,common,Protein of unknown function (DUF423)
COG2423,5.0,common,ornithine cyclodeaminase
2CG84,5.0,common,May be involved in the control of utilization of gamma- aminobutyric acid
2CKNI,5.0,common,Domain of unknown function (DUF3870)
COG4222,4.0,common,Esterase-like activity of phytase
COG0063,2.0,rare,"Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration"
COG0505,4.0,common,Belongs to the CarA family
COG0458,4.0,common,Belongs to the CarB family
COG1101,7.0,common,"AAA domain, putative AbiEii toxin, Type IV TA system"
COG4120,6.0,common,Branched-chain amino acid transport system / permease component
COG2984,7.0,common,ABC transporter substrate binding protein
COG2084,2.0,rare,Belongs to the 3-hydroxyisobutyrate dehydrogenase family
COG0157,6.0,common,Belongs to the NadC ModD family
COG3530,6.0,common,protein conserved in bacteria
COG4948,3.0,common,mandelate racemase muconate lactonizing
COG4829,3.0,common,Muconolactone delta-isomerase
COG3485,3.0,common,"catechol 1,2-dioxygenase"
COG5557,6.0,common,tetrathionate reductase subunit C
29K05,5.0,common,-
COG4598,5.0,common,"AAA domain, putative AbiEii toxin, Type IV TA system"
COG3015,7.0,common,lipoprotein NlpE involved in copper resistance
COG4206,5.0,common,receptor
COG2129,2.0,rare,Calcineurin-like phosphoesterase superfamily domain
COG0197,4.0,common,Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs
COG0255,4.0,common,Belongs to the universal ribosomal protein uL29 family
COG0186,4.0,common,"One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA"
COG0093,4.0,common,Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome
COG0198,4.0,common,One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit
COG0094,4.0,common,"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits"
COG0199,4.0,common,"Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site"
COG0096,4.0,common,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit"
COG0097,4.0,common,"This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center"
COG0256,4.0,common,"This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance"
COG0098,2.0,rare,Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body
COG1841,2.0,rare,Ribosomal protein L30p/L7e
COG0200,2.0,rare,Binds to the 23S rRNA
COG0201,2.0,rare,"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently"
COG0257,2.0,rare,Belongs to the bacterial ribosomal protein bL36 family
COG0099,2.0,rare,"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits"
COG0100,2.0,rare,"Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome"
COG0522,3.0,common,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit"
COG0202,4.0,common,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
COG4953,4.0,common,penicillin-binding protein 1C
COG0809,6.0,common,Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)
2BK2T,5.0,common,-
COG0754,5.0,common,Glutathionylspermidine synthase
COG3311,2.0,rare,Transcriptional regulator
COG1343,3.0,common,CRISPR associated protein Cas2
2E4K4,2.0,rare,Putative CRISPR-associated protein (Cas_VVA1548)
COG0699,3.0,common,50S ribosome-binding GTPase
COG1190,7.0,common,Belongs to the class-II aminoacyl-tRNA synthetase family
COG4735,2.0,rare,Domain of unknown function (DUF3944)
COG3596,3.0,common,50S ribosome-binding GTPase
2DI9C,2.0,rare,Domain of unknown function (DUF4878)
COG3021,5.0,common,Endonuclease/Exonuclease/phosphatase family
COG1479,5.0,common,Protein of unknown function DUF262
COG1008,4.0,common,NADH ubiquinone oxidoreductase subunit
COG4496,4.0,common,"protein, YerC YecD"
COG0289,5.0,common,Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate
COG1734,5.0,common,Transcription factor that acts by binding directly to the RNA polymerase (RNAP). Required for negative regulation of rRNA expression and positive regulation of several amino acid biosynthesis promoters. Also required for regulation of fis expression
COG4006,3.0,common,Domain of unknown function (DUF1887)
28IB0,2.0,rare,Radical S-adenosyl methionine
COG0516,5.0,common,"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth"
29597,4.0,common,Protein of unknown function (DUF3037)
2CDR7,3.0,common,-
COG1968,3.0,common,Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin
COG4723,3.0,common,tail assembly
COG4672,3.0,common,Phage minor tail protein L
COG4718,3.0,common,Minor tail
2DNA4,4.0,common,"Phage tail tube, TTP, lambda-like"
COG1288,4.0,common,C4-dicarboxylate anaerobic carrier
COG0624,7.0,common,Peptidase dimerisation domain
COG1086,2.0,rare,Multidrug MFS transporter
COG1637,2.0,rare,Cleaves both 3' and 5' ssDNA extremities of branched DNA structures
COG4626,4.0,common,Phage Terminase
2E1G4,2.0,rare,-
4QDH3,2.0,rare,-
2E3C8,2.0,rare,Phage gp6-like head-tail connector protein
COG3201,6.0,common,Nicotinamide mononucleotide transporter
2BBWQ,2.0,rare,-
COG1898,2.0,rare,"WxcM-like, C-terminal"
COG1647,5.0,common,Esterase lipase
COG0813,3.0,common,Phosphorylase superfamily
COG3587,2.0,rare,Type III restriction
COG5551,4.0,common,CRISPR-associated endoribonuclease Cas6
COG3042,4.0,common,Domain of unknown function (DUF4377)
2EDEJ,2.0,rare,-
COG1106,3.0,common,"AAA domain, putative AbiEii toxin, Type IV TA system"
COG4359,3.0,common,Putative Phosphatase
COG0261,2.0,rare,This protein binds to 23S rRNA in the presence of protein L20
COG0367,6.0,common,Asparagine synthase
COG3079,7.0,common,Belongs to the UPF0149 family
COG1262,2.0,rare,SapC
COG3539,4.0,common,"COG3539 P pilus assembly protein, pilin FimA"
arCOG06916,3.0,common,Domain of unknown function (DUF4276)
COG4913,2.0,rare,"Putative exonuclease SbcCD, C subunit"
COG3326,2.0,rare,Protein of unknown function (DUF1294)
COG1785,3.0,common,alkaline phosphatase precursor (APASE) K01077
COG0235,2.0,rare,Aldolase
COG3395,4.0,common,protein conserved in bacteria
COG1757,6.0,common,Na+/H+ antiporter family
COG0669,5.0,common,"Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate"
COG4106,5.0,common,trans-aconitate 2-methyltransferase activity
COG0092,2.0,rare,"Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation"
COG0091,2.0,rare,"The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome"
COG0185,2.0,rare,Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA
COG5005,3.0,common,Phage virion morphogenesis protein
COG1604,3.0,common,cRISPR-associated
COG3337,3.0,common,CRISPR-associated protein (Cas_Cmr5)
COG1336,3.0,common,"RAMP protein, Cmr4"
COG1769,3.0,common,CRISPR-associated protein (Cas_Cmr3)
2DPW1,2.0,rare,-
2C948,2.0,rare,Putative mono-oxygenase ydhR
COG4570,2.0,rare,endodeoxyribonuclease RusA
COG0338,2.0,rare,D12 class N6 adenine-specific DNA methyltransferase
COG2314,2.0,rare,TM2 domain protein
COG0582,4.0,common,Pfam:DUF4102
COG1835,2.0,rare,Acyltransferase
COG0438,5.0,common,Glycosyl transferases group 1
COG1942,2.0,rare,Tautomerase enzyme
COG3751,5.0,common,"Oxidoreductase, 2OG-Fe(II) oxygenase family protein"
COG0677,2.0,rare,UDP binding domain
COG1367,2.0,rare,RAMP superfamily
COG1004,3.0,common,Belongs to the UDP-glucose GDP-mannose dehydrogenase family
COG1216,2.0,rare,PFAM Glycosyl transferase family 2
COG4333,2.0,rare,Protein of unknown function (DUF1643)
COG3307,4.0,common,membrane
COG3306,2.0,rare,Glycosyltransferase family 25 (LPS biosynthesis protein)
COG0489,6.0,common,Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP
COG0802,5.0,common,ATPase or kinase
COG5505,3.0,common,Protein of unknown function (DUF819)
COG2173,2.0,rare,Catalyzes hydrolysis of the D-alanyl-D-alanine dipeptide
COG3897,2.0,rare,Lysine methyltransferase
28NYX,2.0,rare,Protein of unknown function (DUF1097)
2DBAX,2.0,rare,Protein of unknown function (DUF2877)
COG3209,2.0,rare,COG3209 Rhs family protein
COG3516,2.0,rare,"Type VI secretion system, VipA, VC_A0107 or Hcp2"
COG3517,2.0,rare,type VI secretion protein
COG3518,2.0,rare,type VI secretion system lysozyme-related protein
COG3519,2.0,rare,type VI secretion protein
COG3520,2.0,rare,"Type VI secretion, TssG"
COG1716,2.0,rare,"conserved protein, contains FHA domain"
COG3521,2.0,rare,protein conserved in bacteria
COG3522,2.0,rare,type VI secretion protein
COG3455,2.0,rare,"Type IV VI secretion system protein, DotU family"
2C9Y5,2.0,rare,"Type VI secretion-associated protein, VC_A0118 family"
COG3515,2.0,rare,protein conserved in bacteria
COG3523,2.0,rare,type VI secretion protein
COG4695,5.0,common,Phage-related capsid packaging protein
COG1484,2.0,rare,DNA replication protein
COG4197,2.0,rare,DNA-binding transcriptional regulator Cro
COG3081,2.0,rare,37-kD nucleoid-associated bacterial protein
2E3ZD,2.0,rare,Protein of unknown function (DUF1656)
COG3491,4.0,common,Belongs to the iron ascorbate-dependent oxidoreductase family
COG1272,3.0,common,hemolysin III
COG2508,2.0,rare,Purine catabolism regulatory protein-like family
COG3450,2.0,rare,Protein of unknown function (DUF861)
COG3562,4.0,common,Capsule polysaccharide biosynthesis protein
COG3378,3.0,common,P22_AR N-terminal domain
COG4928,2.0,rare,KAP family P-loop domain
2DSB0,2.0,rare,-
COG2897,2.0,rare,PFAM Rhodanese-like domain
COG0431,2.0,rare,NAD(P)H-dependent FMN reductase
COG3735,2.0,rare,TraB family
COG1062,2.0,rare,"COG1062 Zn-dependent alcohol dehydrogenases, class III"
2C8AW,4.0,common,-
COG3038,2.0,rare,Cytochrome B561
COG2982,2.0,rare,Protein involved in outer membrane biogenesis
COG0270,3.0,common,C-5 cytosine-specific DNA methylase
2BGYI,2.0,rare,NgoBV restriction endonuclease
2AQWX,2.0,rare,Relaxase/Mobilisation nuclease domain
2C17R,2.0,rare,-
COG1215,2.0,rare,Glycosyltransferase like family 2
COG0833,2.0,rare,"amino acid polyamine organocation transporter, APC superfamily"
COG1524,3.0,common,Type I phosphodiesterase / nucleotide pyrophosphatase
COG3949,4.0,common,"Psort location CytoplasmicMembrane, score"
COG2067,2.0,rare,long-chain fatty acid transport protein
COG2378,3.0,common,WYL domain
28KUB,2.0,rare,-
2A8TR,2.0,rare,-
2ETV8,2.0,rare,Domain of unknown function (DUF4258)
COG3531,2.0,rare,Protein-disulfide isomerase
COG2274,2.0,rare,ABC transporter transmembrane region
2CJUF,2.0,rare,CRISPR-associated protein (Cas_Csy4)
2C5IZ,2.0,rare,Glycine zipper 2TM domain
2DR70,3.0,common,Protein of unknown function (DUF2474)
COG1733,2.0,rare,HxlR-like helix-turn-helix
COG1690,3.0,common,tRNA-splicing ligase RtcB
COG3153,2.0,rare,acetyltransferase
COG0846,3.0,common,NAD-dependent lysine deacetylase and desuccinylase that specifically removes acetyl and succinyl groups on target proteins. Modulates the activities of several proteins which are inactive in their acylated form
COG3501,2.0,rare,type VI secretion system Vgr family protein
COG3157,2.0,rare,Type VI secretion system effector (Hcp1
COG5283,2.0,rare,Phage-related minor tail protein
COG3499,2.0,rare,Phage P2 GpU
